id,type,title,language,iswc,disambiguation,datestamp
8113cce3-7f30-4b99-8461-c587400a8c4d,Song,Move On,eng,T-072.076.785-0,,2021-09-01 07:54:18.340746
1d658903-bb9e-464c-9bd3-d15244890150,Song,To Be Free,eng,,Mike Oldfield,2021-09-01 07:54:18.340746
369c2647-3504-4ad3-a245-8a13a03eca49,Song,Firestone,eng,T-061.564.100-3,,2021-09-01 07:54:18.340746
dc1c042d-e68d-3703-b6f6-8c162a730382,Song,What It Feels Like for a Girl,eng,T-071.499.461-2,,2021-09-01 07:54:18.340746
ecad6907-7ba1-42cd-a2fe-7987a0e9bd9a,Song,Sikamikanico,eng,,,2021-09-01 07:54:18.340746
d830b5ff-d3f6-4d0a-94fd-68ea105e6ada,Song,Heartless,eng,T-070.896.431-1,,2021-09-01 07:54:18.340746
87e5108a-4868-40dd-be0e-913833e2c5c9,Song,Hazelville,eng,T-011.651.307-5,,2021-09-01 07:54:18.340746
f4a7e117-0a67-44af-be15-6fb28b573fe8,Song,Maria,eng,,,2021-09-01 07:54:18.340746
8523b52e-985b-434f-adf0-d8aa7cf4f0fa,Song,Pourin’ My Heart Out Again,eng,,,2021-09-01 07:54:18.340746
a76fb913-4ed2-477f-95d2-7e3144a6537a,Song,Rocket’s Tail,eng,T-010.003.161-5,,2021-09-01 07:54:18.340746
f86a0de5-4546-4f68-9f66-efac63c75f91,Song,For a Friend,eng,,,2021-09-01 07:54:18.340746
b3d6c378-d5ad-40b3-96fd-058f121276bf,,Barn Find,,,,2021-09-01 07:54:18.340746
1684def9-e04d-4747-a22f-668b619776e0,Song,Mindless Boogie,eng,,,2021-09-01 07:54:18.340746
dcac9ed2-e39f-49b0-878e-b6d2a88c3d40,,Ricky Ticky Toc,eng,,,2021-09-01 07:54:18.340746
baf203e7-6383-352e-9d82-50504dd70f3c,Song,I Want You (She’s So Heavy),eng,T-010.436.764-7,,2021-09-01 07:54:18.340746
4c420704-9aab-3fc2-9f9c-e9dedcb05470,,Indifference,,,,2021-09-01 07:54:18.340746
091f3f96-8dd3-4fc3-8658-8db9925b406c,Song,The Ballad of Wilhelm Fink,eng,,,2021-09-01 07:54:18.340746
620c3f04-8eea-405c-a2f9-b59be198acf3,Song,Work on It,eng,,,2021-09-01 07:54:18.340746
08e722cf-f9f3-3884-b2c3-934eb07f238c,Song,Bodysnatchers,eng,,,2021-09-01 07:54:18.340746
c2f6cc3b-324b-4e33-a20e-db9b7f372db4,,Be My Friend,,,,2021-09-01 07:54:18.340746
9b03e1b3-ebdb-49dd-92b4-3537de085937,Song,Happy Satellite,,T-030.064.581-1,,2021-09-01 07:54:18.340746
f20293d5-3159-4c17-aaf6-e7f354bcba11,Song,Spoils,eng,T-900.277.622-9,,2021-09-01 07:54:18.340746
3a302326-1662-4aa2-9f9b-830fca369917,Song,Força,mul,T-073.200.007-5,,2021-09-01 07:54:18.340746
286d48aa-6ef1-3b30-8f4a-4287a018a9a0,Song,You’ve Lost That Lovin’ Feelin’,eng,T-070.248.344-0,,2021-09-01 07:54:18.340746
f1930abc-71c7-4bf1-bf86-784b2bbcc7ac,Song,Graffiti Heart,eng,,,2021-09-01 07:54:18.340746
5fd46409-f998-4123-b90f-6e0bae9b5826,Song,The Perfect Kiss,eng,T-900.228.721-0,,2021-09-01 07:54:18.340746
27e49a72-0ece-3b18-9e2a-9dab2e406f67,Song,Sister Sadie,zxx,,,2021-09-01 07:54:18.340746
4c1ef60e-7449-4a14-b692-ff55ac681e66,Song,The Flyest,eng,,Cookin’ Soul remix,2021-09-01 07:54:18.340746
9cf2723f-b587-42a2-a2c5-8aa36fe3e086,Song,Slow Doe,eng,,,2021-09-01 07:54:18.340746
48a06e3e-cf20-4c27-a81a-122fb22ab892,Song,The Hard Way,eng,,,2021-09-01 07:54:18.340746
7b2386af-fb27-3f82-aaa1-52b677dfb889,Song,Stop Me If You Think You’ve Heard This One Before,eng,T-071.931.520-4,,2021-09-01 07:54:18.340746
134e7050-b3a0-4f1a-8437-31bb00b27eba,Song,Dance Avec Moi,zxx,T-900.173.198-2,,2021-09-01 07:54:18.340746
3faeb5cf-c370-442d-99c3-4c93d165d40f,Song,Say Goodbye,,,,2021-09-01 07:54:18.340746
77010b90-5b87-4451-9763-94dbedd3718d,Song,I Count the Minutes,eng,T-070.085.923-9,,2021-09-01 07:54:18.340746
c25154cf-f867-4f74-902e-56a8427166e2,Song,"Oh Woman, Oh Why",eng,T-011.579.438-1,,2021-09-01 07:54:18.340746
aa3df57c-fb77-3f58-92eb-d7d11abbe794,Song,A Guy What Takes His Time,eng,,,2021-09-01 07:54:18.340746
dcb99548-df3b-4f40-b5a3-b5f95751404b,Song,Pull Out the Pin,eng,T-900.222.314-5,,2021-09-01 07:54:18.340746
1513d229-5407-4005-9423-3e6f518a7165,,Get 'Ya Some,eng,,,2021-09-01 07:54:18.340746
1ef7ca70-a52d-3f87-a3d7-1ff750aca2f4,Song,Age of Consent,eng,T-010.480.980-4,,2021-09-01 07:54:18.340746
8302b9db-1b41-32ed-8d36-4413191a94ff,Song,Dreaming,eng,T-070.042.341-1,,2021-09-01 07:54:18.340746
d68b49ab-3a81-487a-8852-7f9fdad0d794,Song,Coupe de Ville,eng,,,2021-09-01 07:54:18.340746
7cae659d-b216-45d6-a286-9a1b8e78aae2,Song,The Trees,eng,T-011.080.181-4,,2021-09-01 07:54:18.340746
ef008968-92a8-304f-a4b3-f85b9aa3040f,Song,Live and Breathe,eng,T-903.020.908-6,,2021-09-01 07:54:18.340746
15449035-fbf2-4726-9a08-20cbde568ceb,Song,To the World,eng,,,2021-09-01 07:54:18.340746
c5766748-4c47-4df6-97b7-ec7e351f06d0,Song,Psychedelic Pill,eng,,,2021-09-01 07:54:18.340746
3e1dc080-5d7d-471f-9bdf-d0afc22c15f7,Song,Yo,eng,,,2021-09-01 07:54:18.340746
6b6d6335-f881-3ff3-8b97-00896836bb61,Song,Devil's Dance,eng,,S&M version,2021-09-01 07:54:18.340746
17bac403-2022-49bf-aca7-c13a9b9495a9,Song,Fool for Your Love,eng,,,2021-09-01 07:54:18.340746
e3459bfd-a2c8-3e1e-a02a-68bdab9d0b77,Song,Think Twice,eng,T-011.450.532-6,,2021-09-01 07:54:18.340746
9a617aca-0114-43a2-ad4e-e3e18868ecbd,,Remind Me (intro),,,,2021-09-01 07:54:18.340746
143fa9d4-8c22-4507-8ff3-385328069cd9,Song,Jezzebel,eng,,,2021-09-01 07:54:18.340746
d22d791a-bf6d-4524-a89b-7b8ae6599941,Song,Just Don’t Give a Fuck,eng,T-911.707.133-7,The Slim Shady LP,2021-09-01 07:54:18.340746
571807a1-52c8-371b-8f0d-590ed0303321,Song,Wind It Up,eng,T-010.248.027-2,,2021-09-01 07:54:18.340746
cf0818cb-a696-42db-9c2e-ae29b1d6bbda,Song,Part of the Queue,eng,T-011.266.957-4,,2021-09-01 07:54:18.340746
23954152-b37a-3a0d-9236-85b618d8da34,Song,Shakin’ All Over,eng,T-010.158.773-8,,2021-09-01 07:54:18.340746
1d5dbdf9-aca4-407c-bc08-1dad9dfde527,Song,Hold On,eng,,,2021-09-01 07:54:18.340746
34da1a07-2eb8-4d52-8f6f-bd6249772b08,Song,1995,eng,,,2021-09-01 07:54:18.340746
b384abab-e7aa-48b0-92df-1797f2bb2daa,Song,Procession,eng,T-011.293.850-7,,2021-09-01 07:54:18.340746
3d099af5-fbe1-359f-9ca2-672539b2fb33,Song,Good Riddance (Time of Your Life),eng,T-070.264.489-0,,2021-09-01 07:54:18.340746
36183109-2dfc-44e7-b6e3-50d0c9574422,Song,Wide Awake,eng,,,2021-09-01 07:54:18.340746
34658d1f-8667-4c59-9b7f-35b55b1bb9a1,Song,I'm Coming to You,eng,,,2021-09-01 07:54:18.340746
5b940f72-7d8c-4edc-bd68-cbbba943bcf0,Song,Catcliffe Shakedown,eng,T-905.466.431-2,,2021-09-01 07:54:18.340746
da53c8ec-fb1a-3580-a20e-ab65dd5b171c,,Work That Body,,,,2021-09-01 07:54:18.340746
6ad07eaa-9b6b-4756-98df-0d43a1c6d853,Song,Listen to the Magic Man,eng,T-071.159.049-6,,2021-09-01 07:54:18.340746
f75b7c99-68c6-422d-97e5-27544fa78f36,Song,Break,eng,T-070.015.699-5,,2021-09-01 07:54:18.340746
fe0ec810-87b8-466e-8a56-76a25e3ad2bb,Song,Rudolph,eng,,,2021-09-01 07:54:18.340746
5f1153cd-8b45-3733-a4ef-940800b89db8,Song,Nude,eng,T-010.151.228-0,,2021-09-01 07:54:18.340746
a6e2c8b3-9ce6-4741-82e2-5a9a02ac56c6,Song,My Time Ain’t Long,eng,,,2021-09-01 07:54:18.340746
dbc4d1e2-8dfb-4f51-96a8-3fcc536a0e90,Song,Cupid,eng,T-070.887.975-7,,2021-09-01 07:54:18.340746
42184d84-b4b9-4ba0-87bd-ccf8bc23f0fd,Song,Didn’t We Meet,eng,T-072.303.396-2,,2021-09-01 07:54:18.340746
feca6048-6018-35dc-8ea1-c1e1c0c5dd13,Song,16,eng,,,2021-09-01 07:54:18.340746
3b8c3252-da37-4fa7-8259-127ac5a81182,Song,I Honestly Love You,eng,T-915.742.682-9,,2021-09-01 07:54:18.340746
f015a2f7-dd31-48b3-a8b7-cd7d98b201ed,Song,Helsinki Jam,zxx,,,2021-09-01 07:54:18.340746
4921a832-1623-44ab-ac15-0fb5aeb77eb8,Song,Who Said I Would,eng,T-010.306.186-4,,2021-09-01 07:54:18.340746
7635e382-80e0-334b-becd-9cccc8d979ed,Song,The Long and Winding Road,eng,T-010.982.970-0,,2021-09-01 07:54:18.340746
37b7e41e-a515-4f0a-80ef-df7759499be9,Song,The Maid Freed From the Gallows,eng,,traditional song - not the Led Zep arrangement,2021-09-01 07:54:18.340746
3c1a2062-5230-446b-9f95-802a2d543cbc,,The Fallen,,,,2021-09-01 07:54:18.340746
707e872f-0a86-4df4-a6a2-9c055695365f,Song,I’d Ask the Questions,eng,,,2021-09-01 07:54:18.340746
c0045ada-e991-4db1-866f-e24d1db2b3ef,Song,Life's So Sweet,,T-071.698.096-9,,2021-09-01 07:54:18.340746
d523721f-2b8f-4f49-8fad-d38ec3398d80,Song,Die for You,eng,,,2021-09-01 07:54:18.340746
951a9648-5bb9-4533-a590-661250d5612e,Song,In Amsterdam,eng,,,2021-09-01 07:54:18.340746
1af3111e-a08a-3189-a8c5-bcc37566ae8c,,The Lost Children,,,,2021-09-01 07:54:18.340746
ceb8293f-bf60-315c-8b87-16b5e336231b,Song,Precious and Grace,eng,,,2021-09-01 07:54:18.340746
51ff12eb-73f0-381e-a487-7ed963be758c,Song,Jig of Life,eng,T-010.003.135-3,,2021-09-01 07:54:18.340746
246d57d9-014b-3b72-8bc8-aeb25e9fca49,Song,Get Back,eng,T-010.433.497-5,,2021-09-01 07:54:18.340746
8afd9aa4-83f1-434d-b009-31e6c0f7f2e4,Song,Dreamland,eng,,,2021-09-01 07:54:18.340746
1b7ce924-b15a-4db6-91c3-d1fc9fe8047e,Song,Save Rock and Roll,eng,,,2021-09-01 07:54:18.340746
4b254433-dfd1-418b-a4a5-11daa985b3c8,Song,Somewhere Beneath My Skin,eng,,,2021-09-01 07:54:18.340746
8f6c1ef5-9b21-45d4-8ffa-e76fc3311116,Song,Ballad of the Mighty I,eng,T-915.574.796-9,,2021-09-01 07:54:18.340746
2df92668-9fb5-4a98-9137-445284feddf8,Song,Crawlin’,eng,T-911.703.317-7,,2021-09-01 07:54:18.340746
8e611a0d-8de4-3df7-8961-5857efb02b9b,Song,Tonight Is Right for Love (With Meredith Baxter-Birney),eng,,,2021-09-01 07:54:18.340746
2da301da-563a-45c1-8d7f-b57e48171a87,Song,Same Old Blues,eng,,,2021-09-01 07:54:18.340746
c789fd42-9e7c-36f3-a9cf-74542960d9b8,Song,Later Tonight,eng,,,2021-09-01 07:54:18.340746
888b6028-e7d5-4135-a175-b227bf0e9c11,,A Question of Faith,,,,2021-09-01 07:54:18.340746
df4f7aa1-0be7-4aa9-9335-7f337aabf244,Song,Spark and Cindy,eng,,,2021-09-01 07:54:18.340746
24bfdd53-a81c-4a9c-b37f-ec8591bee997,Song,The Professional,eng,T-010.889.888-9,,2021-09-01 07:54:18.340746
d890393b-d981-39e2-9a65-605ff9a8efc3,Song,Devil in His Heart,eng,T-071.679.308-6,,2021-09-01 07:54:18.340746
5daa45b3-6515-43bc-b23e-ed130b3d3f1c,Song,What You Gonna Tell,eng,T-031.533.966-2,,2021-09-01 07:54:18.340746
79bb7cf9-b196-4c9d-bed3-75bf407e9e14,Song,Nos futurs,fra,T-702.064.766-1,,2021-09-01 07:54:18.340746
0afe51f6-ee6b-4989-8acf-ee9728796765,Song,Stranded,eng,T-070.168.235-0,,2021-09-01 07:54:18.340746
5124ba2f-0b0e-4fee-b45b-847d6d114d5b,Song,No Love,eng,T-905.566.538-8,,2021-09-01 07:54:18.340746
a468d1d8-77e8-3994-bda4-10a229a8306e,,Until Then,,,,2021-09-01 07:54:18.340746
d7d3d8d0-1756-4a81-b25a-4c1d98c14188,Song,The Sunset Sleeps,eng,,,2021-09-01 07:54:18.340746
81ce1e67-70db-4c95-825a-a76b715d8179,Song,Spheres,zxx,,,2021-09-01 07:54:18.340746
ee4b4029-8b6d-40bf-9aa6-8df28a9c553f,Song,Waterdrager,nld,,,2021-09-01 07:54:18.340746
decbc662-1762-4eeb-bab8-5b197c39e981,Song,Me and My Monkey,eng,T-011.088.177-0,,2021-09-01 07:54:18.340746
5b30e755-0caf-3a9e-83cb-00db862f76b3,Song,Listen to What the Man Said,eng,T-011.632.729-7,,2021-09-01 07:54:18.340746
f754aa24-cf2b-4e05-b3f3-9c7cc6dbe538,Song,"So Much to Say, So Much to Give",eng,,,2021-09-01 07:54:18.340746
317ce574-4fbd-4005-b57e-2e1001e62732,Song,Nearer,,T-071.724.114-9,,2021-09-01 07:54:18.340746
50d83eb1-ec91-4f91-b172-a1e62143488f,Song,The Gallery,zxx,T-914.870.358-6,,2021-09-01 07:54:18.340746
d6ac2ee5-9eaa-4297-8493-61715e1d0a65,Song,Evolutions,eng,T-011.650.818-9,,2021-09-01 07:54:18.340746
1d1ea067-1f5e-431e-abd8-e67433951fab,Song,Rest of My Life,eng,T-917.584.280-5,,2021-09-01 07:54:18.340746
1615c168-4171-4f73-8bbb-3df5d553d0a3,Song,Torch,eng,,,2021-09-01 07:54:18.340746
881f464c-f23e-3c84-aee1-b145261d8d3d,,Princess,,,,2021-09-01 07:54:18.340746
a73037b9-ea4f-3f34-a7bc-f6db8ef413e6,,Bill Murray,,,,2021-09-01 07:54:18.340746
d94b2b82-67e0-313d-b40c-96a6e1e5604e,Song,Don’t Get Carried Away,eng,,,2021-09-01 07:54:18.340746
dd3d0e6a-4cd4-4960-bda3-bacfc3972fd0,Song,Only Time Will Tell,eng,,,2021-09-01 07:54:18.340746
39771cad-0657-4bb0-9593-ba59b0a6e446,Song,Coma Black: A) Eden Eye,eng,,,2021-09-01 07:54:18.340746
070a4888-0230-361a-99aa-3093a5dcdd19,,I Wonder,,,,2021-09-01 07:54:18.340746
79d08750-4604-40a7-86bd-da857e622b88,Song,Ayo Technology,eng,,,2021-09-01 07:54:18.340746
a95b30fb-0587-3965-a5aa-83bd419f732c,,You,,,,2021-09-01 07:54:18.340746
dfc65bf2-f64e-43be-9d95-131515e7fd82,,Excerpt 1 From the Rose,,,,2021-09-01 07:54:18.340746
9a991aa5-5d7f-4afc-b073-ce26aa17a0f5,Song,It Won’t Seem Like Christmas (Without You),eng,,,2021-09-01 07:54:18.340746
a8b33a61-c346-36c6-8e15-5de63a72232e,,Turnin’ on the Screw,,,,2021-09-01 07:54:18.340746
7964d72e-5077-384c-b51e-1218224f6969,Song,Give It Up,eng,T-070.248.913-1,,2021-09-01 07:54:18.340746
60336626-78c8-49b2-a709-2d9f6f883e2f,Song,Was It All Worth It,eng,T-010.156.301-2,,2021-09-01 07:54:18.340746
7f2bd6de-12a2-419b-ab7f-0e84172bf09f,Song,I Washed My Hands in Muddy Water,eng,T-070.240.981-1,,2021-09-01 07:54:18.340746
a5935af8-b1de-4d64-bf85-2bcb5f518a2e,Song,Dance! (Don’t Think),eng,T-010.473.695-9,,2021-09-01 07:54:18.340746
85a6df8c-9ee9-42a1-b222-b7062a80b475,Song,Sweet Darlin’,eng,T-070.143.977-1,,2021-09-01 07:54:18.340746
01ecace2-f8a3-3e9e-8e23-53a8af44a441,,I Hate Boys,,,,2021-09-01 07:54:18.340746
b59127bf-0cdc-4604-b52e-85a4a5b7f8c5,Song,Doodlin’,eng,T-071.390.820-3,"vocal version, lyrics by Jon Hendricks",2021-09-01 07:54:18.340746
382db19d-b9d8-4cf4-b2f5-1a4c41fb36f7,Song,Vampire State Building,eng,,,2021-09-01 07:54:18.340746
f707c1c5-c64a-4d57-98bb-d838a2c7250d,Song,Mistress Dread,eng,T-911.436.145-4,,2021-09-01 07:54:18.340746
6472c61d-9e3d-366b-abe1-91200eb7daca,,Sweet Music,,,,2021-09-01 07:54:18.340746
1ef8c667-9503-43e4-ab36-d52d0516dd4a,Song,Sooner Than You Think,eng,T-011.312.834-9,,2021-09-01 07:54:18.340746
16a9564d-b01d-496f-b4e1-85e9c45ac3d9,Song,"Kid Blue from the Short Bus, Drunk Bunk",eng,,,2021-09-01 07:54:18.340746
9c784329-738e-459a-a6bf-b7c21d815556,Song,"Black Chick, White Guy",eng,,,2021-09-01 07:54:18.340746
11136ccc-0e9b-3b2b-a935-9c759e54586d,Song,This Love of Mine,eng,T-070.940.561-7,,2021-09-01 07:54:18.340746
2cda7b06-e75d-44fb-afa6-893b2e931522,Song,My Rival,eng,T-700.046.736-9,,2021-09-01 07:54:18.340746
bba6618f-3a8b-339b-9b31-859818b25efc,Song,Comme des enfants,fra,,,2021-09-01 07:54:18.340746
8346b1a6-79ba-3327-b29e-548b97d457a2,,Happy People,,,,2021-09-01 07:54:18.340746
db101d43-737e-3ec8-ac36-412d9072febd,Song,Disco 2000,eng,T-010.878.356-7,,2021-09-01 07:54:18.340746
275fc7dc-e587-4a15-80bd-e020f7b09e86,Song,Küsse von dir,deu,T-801.413.115-9,,2021-09-01 07:54:18.340746
50e2e331-2e5e-48bd-9c6e-5884b567f158,Song,Ships Don't Disappear in the Night (Do They?),eng,,,2021-09-01 07:54:18.340746
cde82b64-91db-3f80-8325-2da2a0292cce,,Lie After Lie,,,,2021-09-01 07:54:18.340746
2b90cf61-8106-4db8-87c3-950cc46d3dc1,Song,It Better End Soon (1st Movement),eng,,,2021-09-01 07:54:18.340746
64fd4275-3df4-4978-aebb-2f310a403221,Song,Omen Reprise,eng,T-011.763.434-0,,2021-09-01 07:54:18.340746
d5cec2e3-cf49-4d86-b3d0-51e45e5d3c8f,Song,Sugarcane,eng,,,2021-09-01 07:54:18.340746
e2a23c1c-4149-4a39-a0da-b6f5b1336e50,Song,Those Kinda Nights,eng,T-931.496.652-4,,2021-09-01 07:54:18.340746
1120b481-e1d5-4289-ac88-d631ab988b2f,Song,Policemen & Pirates,eng,,,2021-09-01 07:54:18.340746
3ce55765-97f3-4b06-bea7-c25f4bcb1b30,Song,These Chains,eng,T-010.115.293-5,,2021-09-01 07:54:18.340746
4a8c41ec-04e7-4fe5-9d4a-34038f4da446,Song,White Russian,eng,T-010.329.351-1,,2021-09-01 07:54:18.340746
87e900e6-be81-4609-a2a4-6516e34ae457,Song,Getting It On,,,,2021-09-01 07:54:18.340746
7e51cf4f-a1ed-486a-833b-f670a5d0f1e6,,I Found Love,eng,,,2021-09-01 07:54:18.340746
b797df4e-91dc-4d0a-abf9-56234b24acbd,,Lean,,,,2021-09-01 07:54:18.340746
e77e04f7-ffc9-4a0d-ae1d-cfffa9f75bf6,Song,Take It Off,eng,T-071.190.982-8,,2021-09-01 07:54:18.340746
fada23f7-427f-4e85-8743-dd38c1eaf514,Song,Tropic Island Hum,eng,,,2021-09-01 07:54:18.340746
c636345c-8717-3ccb-ba88-f154c430cdda,Song,I Remember You,eng,T-070.904.285-2,,2021-09-01 07:54:18.340746
f8daec8d-c37f-486d-ab29-a8cc8d816f94,Song,Married With Children,eng,T-011.476.573-9,,2021-09-01 07:54:18.340746
3e0b61f5-4ef4-4a68-bf9d-db38a2a2002f,Song,Million Dollar Question,eng,,,2021-09-01 07:54:18.340746
23297a93-40e0-4419-8444-4b1827c4abf2,Song,Gold,eng,,,2021-09-01 07:54:18.340746
606ea26a-a7cf-4831-8d5a-48c8d1d1e396,Song,Setting the Night on Fire,eng,,,2021-09-01 07:54:18.340746
a479bd34-4c3c-43d3-8762-eec96770c14f,Song,Dancing the Blues Away,eng,,,2021-09-01 07:54:18.340746
cc8e6dfb-426d-3a6f-97cf-8c9f7212685e,Song,When My Blue Moon Turns to Gold Again,eng,,,2021-09-01 07:54:18.340746
c1b7d797-6f7b-4eba-a90b-9727107a5106,Song,Nothing to Fear,eng,,,2021-09-01 07:54:18.340746
8bc6d26c-1e30-4cd5-94b6-00730f4a662d,Song,On the Old Dirt Road,eng,T-010.462.418-1,,2021-09-01 07:54:18.340746
4db2a05b-ff8e-454c-843f-ef1a8fa91e12,Song,Here for You,eng,,,2021-09-01 07:54:18.340746
87c639e0-1d0e-4e33-a888-57ff0de1a937,Song,Front Parlour,eng,,,2021-09-01 07:54:18.340746
62a50c26-dad1-4ff5-9058-489c28b1b743,Song,Zero,eng,T-922.244.714-5,,2021-09-01 07:54:18.340746
d6513661-4a0a-3cf5-a46e-fb420fabb391,Song,Goodnight and Thank You,eng,T-010.468.466-3,Evita,2021-09-01 07:54:18.340746
f3a249a6-9de2-3ae3-b6cb-e59ab49f32aa,,Living With War,,,,2021-09-01 07:54:18.340746
68abceb9-c70a-48c6-bc98-30c2be4def63,Song,We’re All Criminals Now,eng,,,2021-09-01 07:54:18.340746
4c8f4cb1-0633-4d4d-9b3d-a65d62af9cd7,Song,On a Day Like This,,,,2021-09-01 07:54:18.340746
486a3553-1518-433f-93b9-d38ae9798963,Song,Pity for a Dime,eng,T-700.153.100-8,,2021-09-01 07:54:18.340746
d99b3fa0-74c8-4667-9cfe-0aaa59b656b1,Song,Out of the Darkness,eng,,,2021-09-01 07:54:18.340746
8d1ffc56-1b40-443d-9a83-ad5f9deecb12,Song,Soul Pride,eng,T-700.065.778-5,,2021-09-01 07:54:18.340746
f4b83255-d3f7-4de8-8cee-ff52075cb07c,Song,This Old House,eng,,,2021-09-01 07:54:18.340746
5e1372c9-cae4-465d-83d6-a156f3e02205,Song,Soul Mining,,,,2021-09-01 07:54:18.340746
482d8824-7803-488d-8536-ab507ee43acb,Song,The Rafters,,T-071.439.715-5,,2021-09-01 07:54:18.340746
ffdc6706-b532-3c2e-8cb5-048b3ef20e61,Song,Prove Yourself,eng,T-011.436.629-8,,2021-09-01 07:54:18.340746
0d463b12-5fb5-47c0-a839-975a95c63c5b,Song,The One That Got Away,eng,T-904.797.791-3,,2021-09-01 07:54:18.340746
e82921b9-c6c1-4bf3-9ecd-0f18120e8a85,Song,I'm Gonna Take What He's Got,eng,,,2021-09-01 07:54:18.340746
8278221f-ae62-34a8-9b78-1bc5a19b7bbb,,Love Can Move Mountains,,,,2021-09-01 07:54:18.340746
8586e346-c584-4e6b-9b32-ded601f83d5b,Song,Stop,eng,,,2021-09-01 07:54:18.340746
0fb0570b-c9b4-4982-8d18-59766eda84a0,Song,Sexy Carribean Girl,eng,,,2021-09-01 07:54:18.340746
b43c3f27-7093-3e79-9fa5-07bc472dd9eb,Song,Thunder,eng,T-010.879.021-1,,2021-09-01 07:54:18.340746
19de34dc-64b8-4c21-8d81-f1190d1dd02d,Song,The World Tonight,eng,,,2021-09-01 07:54:18.340746
f58a43cf-ab18-4878-92ea-08ce879247b1,Song,You’re All That I Need,eng,,,2021-09-01 07:54:18.340746
14d5b987-2294-4e20-b347-cd9a185a39ab,Song,"New York, New York",fra,,french version,2021-09-01 07:54:18.340746
08930d6b-d230-4118-afa8-58ab21214d04,Song,"Wasteland, Baby!",eng,,,2021-09-01 07:54:18.340746
88c83257-3b41-4904-8075-e1bfe0ec8e64,Song,Saints,eng,,,2021-09-01 07:54:18.340746
1aadd91a-70fb-4e6b-806f-8e2f43049716,Song,All This Love,eng,T-070.004.594-8,,2021-09-01 07:54:18.340746
95790479-3937-334f-a175-ecb435fea09e,Song,America the Beautiful,eng,,,2021-09-01 07:54:18.340746
2096f6c6-29a6-482d-9f54-05b0dba17b99,Song,Stilte voor de storm,nld,,,2021-09-01 07:54:18.340746
649084e9-692a-439d-9561-46f2721f374b,Song,Calico Skies,eng,,,2021-09-01 07:54:18.340746
20439bcb-9c28-4cea-9c4b-62b5afd87bdc,Song,Check My Machine,eng,,,2021-09-01 07:54:18.340746
4ed6a5eb-1b16-4e2c-a92d-9e1a1fb0d454,Song,Be With You,eng,,,2021-09-01 07:54:18.340746
21cbbb33-9731-32c4-9076-4d4fc1e1433e,Song,Lucky,eng,T-010.878.243-9,,2021-09-01 07:54:18.340746
a0cc6008-057d-493f-9778-4ff0599dd143,Song,What About Georgia?,eng,T-904.693.332-8,,2021-09-01 07:54:18.340746
6eb11bff-03c0-4e12-a005-9c497d9ee987,Song,When a Blind Man Cries,eng,T-010.171.799-0,,2021-09-01 07:54:18.340746
c646962e-b946-4949-94b1-2c23baf09049,Song,Como estais amigos,eng,,,2021-09-01 07:54:18.340746
b7e0e894-036c-456b-b81d-742901c6e3ce,Song,By the Light of the Silbury Moon,eng,T-010.878.427-5,,2021-09-01 07:54:18.340746
6bef296f-2c42-4f78-ab09-ee16aa5f0e6b,Song,Let Them Be the Judge,,,,2021-09-01 07:54:18.340746
b32a6551-1cca-4e76-bd39-7db0cacd6c63,Song,Angel of Small Death & the Codeine Scene,eng,,,2021-09-01 07:54:18.340746
f1aab8bc-40d9-3cda-bb47-f438f3483032,,Falling Down,,,,2021-09-01 07:54:18.340746
3ec3d82c-84ac-4f28-a0fc-836e22ac7c5f,Song,Goodbye Hooray,eng,,,2021-09-01 07:54:18.340746
1eeb0ec6-ff96-36f3-af90-f8ff6c8d4ecb,Song,Changes,eng,T-070.027.218-9,,2021-09-01 07:54:18.340746
5601e481-35cb-4043-b151-a8dce519cc71,,A Million Manias,,,,2021-09-01 07:54:18.340746
f4e3bcf0-4d06-4ed1-85cd-d846ef51771e,,Commodities,,,,2021-09-01 07:54:18.340746
0c91e31c-2ea0-454f-850d-fa0e67636fce,Song,Girl Gone Wild,eng,,,2021-09-01 07:54:18.340746
e90c055b-b3fe-4608-a243-1a332d0e7c8e,Song,Don’t Stop It Now,,,,2021-09-01 07:54:18.340746
b275a9c1-88f8-46c8-aff0-d20c82cfb723,Song,Be a Gentleman,eng,,,2021-09-01 07:54:18.340746
4ef38980-9494-40cd-a57a-b42dff7b8105,Song,Rapgame,deu,T-803.230.685-8,,2021-09-01 07:54:18.340746
d96640d7-6ade-4204-8b90-c9f99e136a95,,Sheba,,T-010.184.560-6,,2021-09-01 07:54:18.340746
bcfdf00f-b05a-3232-ad87-f431f58fa79a,,Jack the Ripper,,,,2021-09-01 07:54:18.340746
aaedf977-c820-3a87-a629-9caaa78f8511,,I’m an Agent,,,,2021-09-01 07:54:18.340746
56254cc3-b0ce-48c6-8c2e-224d1d8ea3de,Song,Let It Down,eng,T-010.089.769-5,,2021-09-01 07:54:18.340746
2edede2b-b3b9-4c81-82b2-4146ef5a0a70,Song,This Means War,eng,T-912.514.254-3,,2021-09-01 07:54:18.340746
8b3565a1-5677-3a22-8ebc-81b61682cf61,Song,Swanee,eng,T-900.761.876-0,,2021-09-01 07:54:18.340746
ad9c5cce-4c46-3f5b-b1b7-743a405af805,Song,Breathless,eng,,,2021-09-01 07:54:18.340746
